date,amount,price,sid,symbol,value
2021-10-02 23:59:59.999989+00:00,100,3308.87,0,ETH-USD,-330887.0
2021-10-03 23:59:59.999989+00:00,-100,3390.77,0,ETH-USD,339077.0
2021-10-04 23:59:59.999989+00:00,100,3418.78,0,ETH-USD,-341878.0
2021-12-20 23:59:59.999989+00:00,-100,3923.7,0,ETH-USD,392370.0
2021-12-21 23:59:59.999989+00:00,100,3938.46,0,ETH-USD,-393846.0
2021-12-22 23:59:59.999989+00:00,-100,4018.7,0,ETH-USD,401870.0
2021-12-23 23:59:59.999989+00:00,100,3981.96,0,ETH-USD,-398196.0
2021-12-24 23:59:59.999989+00:00,-100,4111.35,0,ETH-USD,411135.00000000006
2021-12-25 23:59:59.999989+00:00,100,4049.78,0,ETH-USD,-404978.0
2021-12-26 23:59:59.999989+00:00,-100,4094.15,0,ETH-USD,409415.0
2021-12-27 23:59:59.999989+00:00,100,4064.75,0,ETH-USD,-406475.0
