===============================================================================
Id,ETH-USD,len,datetime,open,high,low,close,volume,openinterest,adjclose,ETH_GTrends,len,datetime,open,high,low,close,volume,openinterest,Sentiment,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,ETH-USD,ETH_GTrends
374,ETH-USD,374,2019-01-09 23:59:59.999989,150.55,153.62,150.29,150.8,2369241197.0,0.0,150.803116,ETH_GTrends,53,2019-01-06 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,374,737068.9999999999,Broker,374,18198.318999999938,18198.318999999938,BuySell,374,,155.9243,BuySell,374,,,DataTrades,374,-141.99999999999875,
375,ETH-USD,375,2019-01-10 23:59:59.999989,150.84,152.15,126.53,128.63,3397734456.0,0.0,128.625183,ETH_GTrends,53,2019-01-06 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,375,737069.9999999999,Broker,375,3099.234999999938,15962.234999999939,BuySell,375,124.63204999999999,,BuySell,375,,,DataTrades,375,,
376,ETH-USD,376,2019-01-11 23:59:59.999989,127.81,130.17,125.24,127.55,2667585234.0,0.0,127.548325,ETH_GTrends,53,2019-01-06 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,376,737070.9999999999,Broker,376,15867.453999999938,15867.453999999938,BuySell,376,,132.12254999999996,BuySell,376,,,DataTrades,376,-2303.0,
377,ETH-USD,377,2019-01-12 23:59:59.999989,127.53,128.67,125.45,125.97,2212109224.0,0.0,125.96653,ETH_GTrends,53,2019-01-06 23:59:59.999989,0.0,0.0,0.0,6.0,0.0,0.0,Sentiment,377,737071.9999999999,Broker,377,3101.7009999999377,15698.700999999937,BuySell,377,123.56825,,BuySell,377,,,DataTrades,377,,
378,ETH-USD,378,2019-01-13 23:59:59.999989,125.91,126.27,116.09,116.9,2268263944.0,0.0,116.897804,ETH_GTrends,54,2019-01-13 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,378,737072.9999999999,Broker,378,15680.109999999937,15680.109999999937,BuySell,378,,128.16404999999997,BuySell,378,,,DataTrades,378,-162.00000000000045,
379,ETH-USD,379,2019-01-14 23:59:59.999989,116.98,130.86,116.97,129.07,2798085735.0,0.0,129.068726,ETH_GTrends,54,2019-01-13 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,379,737073.9999999999,Broker,379,15680.109999999937,15680.109999999937,BuySell,379,,,BuySell,379,,,DataTrades,379,,
380,ETH-USD,380,2019-01-15 23:59:59.999989,129.17,130.74,120.31,122.03,2735449164.0,0.0,122.032715,ETH_GTrends,54,2019-01-13 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,380,737074.9999999999,Broker,380,15680.109999999937,15680.109999999937,BuySell,380,,,BuySell,380,,,DataTrades,380,,
381,ETH-USD,381,2019-01-16 23:59:59.999989,121.81,127.12,121.44,123.55,2746469340.0,0.0,123.547066,ETH_GTrends,54,2019-01-13 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,381,737075.9999999999,Broker,381,15680.109999999937,15680.109999999937,BuySell,381,,,BuySell,381,,,DataTrades,381,,
382,ETH-USD,382,2019-01-17 23:59:59.999989,123.57,124.27,120.82,123.74,2594091285.0,0.0,123.74192,ETH_GTrends,54,2019-01-13 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,382,737076.9999999999,Broker,382,15680.109999999937,15680.109999999937,BuySell,382,,,BuySell,382,,,DataTrades,382,,
383,ETH-USD,383,2019-01-18 23:59:59.999989,123.65,123.84,120.24,121.01,2305389800.0,0.0,121.010262,ETH_GTrends,54,2019-01-13 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,383,737077.9999999999,Broker,383,15680.109999999937,15680.109999999937,BuySell,383,,,BuySell,383,,,DataTrades,383,,
384,ETH-USD,384,2019-01-19 23:59:59.999989,121.61,125.9,121.16,124.52,3048261797.0,0.0,124.51902,ETH_GTrends,54,2019-01-13 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,384,737078.9999999999,Broker,384,15680.109999999937,15680.109999999937,BuySell,384,,,BuySell,384,,,DataTrades,384,,
385,ETH-USD,385,2019-01-20 23:59:59.999989,124.63,125.07,118.7,119.47,2964108269.0,0.0,119.474831,ETH_GTrends,55,2019-01-20 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,385,737079.9999999999,Broker,385,15680.109999999937,15680.109999999937,BuySell,385,,,BuySell,385,,,DataTrades,385,,
386,ETH-USD,386,2019-01-21 23:59:59.999989,119.64,119.72,116.16,117.16,2421720343.0,0.0,117.157852,ETH_GTrends,55,2019-01-20 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,386,737080.9999999999,Broker,386,15680.109999999937,15680.109999999937,BuySell,386,,,BuySell,386,,,DataTrades,386,,
387,ETH-USD,387,2019-01-22 23:59:59.999989,117.11,119.66,114.68,118.75,2552507405.0,0.0,118.747551,ETH_GTrends,55,2019-01-20 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,387,737081.9999999999,Broker,387,15680.109999999937,15680.109999999937,BuySell,387,,,BuySell,387,,,DataTrades,387,,
388,ETH-USD,388,2019-01-23 23:59:59.999989,118.71,119.42,116.38,117.45,2556952198.0,0.0,117.452606,ETH_GTrends,55,2019-01-20 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,388,737082.9999999999,Broker,388,15680.109999999937,15680.109999999937,BuySell,388,,,BuySell,388,,,DataTrades,388,,
389,ETH-USD,389,2019-01-24 23:59:59.999989,117.46,118.03,116.01,117.36,2520843420.0,0.0,117.362885,ETH_GTrends,55,2019-01-20 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,389,737083.9999999999,Broker,389,15680.109999999937,15680.109999999937,BuySell,389,,,BuySell,389,,,DataTrades,389,,
390,ETH-USD,390,2019-01-25 23:59:59.999989,117.59,117.8,115.83,116.38,2606881898.0,0.0,116.378342,ETH_GTrends,55,2019-01-20 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,390,737084.9999999999,Broker,390,15680.109999999937,15680.109999999937,BuySell,390,,,BuySell,390,,,DataTrades,390,,
391,ETH-USD,391,2019-01-26 23:59:59.999989,116.37,118.08,115.98,116.49,2412181169.0,0.0,116.488739,ETH_GTrends,55,2019-01-20 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,391,737085.9999999999,Broker,391,15680.109999999937,15680.109999999937,BuySell,391,,,BuySell,391,,,DataTrades,391,,
392,ETH-USD,392,2019-01-27 23:59:59.999989,116.51,116.69,113.41,113.41,2775888287.0,0.0,113.405289,ETH_GTrends,56,2019-01-27 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,392,737086.9999999999,Broker,392,15680.109999999937,15680.109999999937,BuySell,392,,,BuySell,392,,,DataTrades,392,,
393,ETH-USD,393,2019-01-28 23:59:59.999989,113.29,113.69,103.34,106.59,3366895505.0,0.0,106.589973,ETH_GTrends,56,2019-01-27 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,393,737087.9999999999,Broker,393,26997.780999999934,16338.780999999934,BuySell,393,,115.39535,BuySell,393,,,DataTrades,393,,
394,ETH-USD,394,2019-01-29 23:59:59.999989,106.72,107.17,104.0,105.6,2900418606.0,0.0,105.598213,ETH_GTrends,56,2019-01-27 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,394,737088.9999999999,Broker,394,16315.108999999933,16315.108999999933,BuySell,394,102.44,,BuySell,394,,,DataTrades,394,657.0000000000007,
395,ETH-USD,395,2019-01-30 23:59:59.999989,105.41,109.45,104.84,108.91,2874370355.0,0.0,108.907539,ETH_GTrends,56,2019-01-27 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,395,737089.9999999999,Broker,395,26845.56799999993,15954.56799999993,BuySell,395,,111.09174999999999,BuySell,395,,,DataTrades,395,,
396,ETH-USD,396,2019-01-31 23:59:59.999989,108.9,110.46,106.53,107.06,2828796031.0,0.0,107.061012,ETH_GTrends,56,2019-01-27 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,396,737090.9999999999,Broker,396,15944.67799999993,15944.67799999993,BuySell,396,104.93205,,BuySell,396,,,DataTrades,396,-349.0000000000009,
397,ETH-USD,397,2019-02-01 23:59:59.999989,107.15,108.64,105.05,107.61,2541271519.0,0.0,107.609787,ETH_GTrends,56,2019-01-27 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,397,737091.9999999999,Broker,397,26648.96299999993,15887.96299999993,BuySell,397,,110.2696,BuySell,397,,,DataTrades,397,,
398,ETH-USD,398,2019-02-02 23:59:59.999989,107.47,110.65,106.76,110.43,2385157838.0,0.0,110.43026,ETH_GTrends,56,2019-01-27 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,398,737092.9999999999,Broker,398,15891.215999999931,15891.215999999931,BuySell,398,105.1586,,BuySell,398,,,DataTrades,398,-31.999999999999318,
399,ETH-USD,399,2019-02-03 23:59:59.999989,110.49,110.83,106.56,107.49,2519334757.0,0.0,107.492668,ETH_GTrends,57,2019-02-03 23:59:59.999989,0.0,0.0,0.0,4.0,0.0,0.0,Sentiment,399,737093.9999999999,Broker,399,26929.166999999932,16180.166999999932,BuySell,399,,112.49244999999999,BuySell,399,,,DataTrades,399,,
400,ETH-USD,400,2019-02-04 23:59:59.999989,107.63,108.7,107.07,107.82,2491888675.0,0.0,107.821602,ETH_GTrends,57,2019-02-03 23:59:59.999989,0.0,0.0,0.0,4.0,0.0,0.0,Sentiment,400,737094.9999999999,Broker,400,16155.403999999931,16155.403999999931,BuySell,400,105.46395,,BuySell,400,,,DataTrades,400,285.99999999999994,
401,ETH-USD,401,2019-02-05 23:59:59.999989,107.63,108.13,106.91,107.44,2515863999.0,0.0,107.44352,ETH_GTrends,57,2019-02-03 23:59:59.999989,0.0,0.0,0.0,4.0,0.0,0.0,Sentiment,401,737095.9999999999,Broker,401,16155.403999999931,16155.403999999931,BuySell,401,,,BuySell,401,,,DataTrades,401,,
402,ETH-USD,402,2019-02-06 23:59:59.999989,107.57,107.57,102.93,104.92,2593048199.0,0.0,104.919289,ETH_GTrends,57,2019-02-03 23:59:59.999989,0.0,0.0,0.0,4.0,0.0,0.0,Sentiment,402,737096.9999999999,Broker,402,16155.403999999931,16155.403999999931,BuySell,402,,,BuySell,402,,,DataTrades,402,,
403,ETH-USD,403,2019-02-07 23:59:59.999989,104.84,106.06,104.41,104.54,2326764622.0,0.0,104.535301,ETH_GTrends,57,2019-02-03 23:59:59.999989,0.0,0.0,0.0,4.0,0.0,0.0,Sentiment,403,737097.9999999999,Broker,403,16155.403999999931,16155.403999999931,BuySell,403,,,BuySell,403,,,DataTrades,403,,
404,ETH-USD,404,2019-02-08 23:59:59.999989,104.65,119.81,104.19,119.27,3656841347.0,0.0,119.267746,ETH_GTrends,57,2019-02-03 23:59:59.999989,0.0,0.0,0.0,4.0,0.0,0.0,Sentiment,404,737098.9999999999,Broker,404,16155.403999999931,16155.403999999931,BuySell,404,,,BuySell,404,,,DataTrades,404,,
405,ETH-USD,405,2019-02-09 23:59:59.999989,119.21,120.69,118.0,119.43,2884650400.0,0.0,119.430885,ETH_GTrends,57,2019-02-03 23:59:59.999989,0.0,0.0,0.0,4.0,0.0,0.0,Sentiment,405,737099.9999999999,Broker,405,16155.403999999931,16155.403999999931,BuySell,405,,,BuySell,405,,,DataTrades,405,,
406,ETH-USD,406,2019-02-10 23:59:59.999989,119.41,124.85,117.11,124.81,3148766590.0,0.0,124.806488,ETH_GTrends,58,2019-02-10 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,406,737100.9999999999,Broker,406,16155.403999999931,16155.403999999931,BuySell,406,,,BuySell,406,,,DataTrades,406,,
407,ETH-USD,407,2019-02-11 23:59:59.999989,124.87,124.87,120.31,121.3,3222473887.0,0.0,121.298393,ETH_GTrends,58,2019-02-10 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,407,737101.9999999999,Broker,407,28629.91699999993,16499.91699999993,BuySell,407,,126.74305,BuySell,407,,,DataTrades,407,,
408,ETH-USD,408,2019-02-12 23:59:59.999989,121.18,123.47,119.6,122.57,3149576429.0,0.0,122.572289,ETH_GTrends,58,2019-02-10 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,408,737102.9999999999,Broker,408,16499.79899999993,16499.79899999993,BuySell,408,117.806,,BuySell,408,,,DataTrades,408,368.9999999999998,
409,ETH-USD,409,2019-02-13 23:59:59.999989,122.54,125.55,121.61,122.55,3386585799.0,0.0,122.553604,ETH_GTrends,58,2019-02-10 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,409,737103.9999999999,Broker,409,28741.54499999993,16486.54499999993,BuySell,409,,127.43324999999999,BuySell,409,,,DataTrades,409,,
410,ETH-USD,410,2019-02-14 23:59:59.999989,122.42,124.45,121.33,121.39,3331701628.0,0.0,121.390205,ETH_GTrends,58,2019-02-10 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,410,737104.9999999999,Broker,410,16487.30299999993,16487.30299999993,BuySell,410,119.51004999999999,,BuySell,410,,,DataTrades,410,12.000000000000455,
411,ETH-USD,411,2019-02-15 23:59:59.999989,121.45,123.66,121.37,122.1,3021741615.0,0.0,122.100388,ETH_GTrends,58,2019-02-10 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,411,737105.9999999999,Broker,411,28620.15799999993,16410.15799999993,BuySell,411,,125.51489999999998,BuySell,411,,,DataTrades,411,,
412,ETH-USD,412,2019-02-16 23:59:59.999989,122.4,124.13,122.3,123.26,2905833287.0,0.0,123.260216,ETH_GTrends,58,2019-02-10 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,412,737106.9999999999,Broker,412,16367.91799999993,16367.91799999993,BuySell,412,120.46549999999999,,BuySell,412,,,DataTrades,412,-95.00000000000028,
413,ETH-USD,413,2019-02-17 23:59:59.999989,123.18,134.46,123.09,133.6,4236081130.0,0.0,133.598877,ETH_GTrends,59,2019-02-17 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,413,737107.9999999999,Broker,413,28673.599999999933,15313.599999999933,BuySell,413,,136.4769,BuySell,413,,,DataTrades,413,,
414,ETH-USD,414,2019-02-18 23:59:59.999989,133.03,147.69,133.0,146.1,5387525773.0,0.0,146.098373,ETH_GTrends,59,2019-02-17 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,414,737108.9999999999,Broker,414,15357.296999999933,15357.296999999933,BuySell,414,131.005,,BuySell,414,,,DataTrades,414,-984.9999999999994,
415,ETH-USD,415,2019-02-19 23:59:59.999989,146.4,149.93,145.13,145.35,5310842625.0,0.0,145.346191,ETH_GTrends,59,2019-02-17 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,415,737109.9999999999,Broker,415,15357.296999999933,15357.296999999933,BuySell,415,,,BuySell,415,,,DataTrades,415,,
416,ETH-USD,416,2019-02-20 23:59:59.999989,145.17,149.55,142.5,149.55,4500094965.0,0.0,149.554337,ETH_GTrends,59,2019-02-17 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,416,737110.9999999999,Broker,416,15357.296999999933,15357.296999999933,BuySell,416,,,BuySell,416,,,DataTrades,416,,
417,ETH-USD,417,2019-02-21 23:59:59.999989,149.35,149.35,144.56,146.13,3995766856.0,0.0,146.130844,ETH_GTrends,59,2019-02-17 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,417,737111.9999999999,Broker,417,15357.296999999933,15357.296999999933,BuySell,417,,,BuySell,417,,,DataTrades,417,,
418,ETH-USD,418,2019-02-22 23:59:59.999989,146.07,149.27,145.21,149.09,3731099284.0,0.0,149.092453,ETH_GTrends,59,2019-02-17 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,418,737112.9999999999,Broker,418,15357.296999999933,15357.296999999933,BuySell,418,,,BuySell,418,,,DataTrades,418,,
419,ETH-USD,419,2019-02-23 23:59:59.999989,148.68,159.13,147.33,158.8,4519468458.0,0.0,158.795425,ETH_GTrends,59,2019-02-17 23:59:59.999989,0.0,0.0,0.0,5.0,0.0,0.0,Sentiment,419,737113.9999999999,Broker,419,15357.296999999933,15357.296999999933,BuySell,419,,,BuySell,419,,,DataTrades,419,,
420,ETH-USD,420,2019-02-24 23:59:59.999989,158.9,165.55,135.85,135.85,5957715043.0,0.0,135.852661,ETH_GTrends,60,2019-02-24 23:59:59.999989,0.0,0.0,0.0,4.0,0.0,0.0,Sentiment,420,737114.9999999999,Broker,420,15357.296999999933,15357.296999999933,BuySell,420,,,BuySell,420,,,DataTrades,420,,
421,ETH-USD,421,2019-02-25 23:59:59.999989,135.5,142.53,135.48,139.82,4914392068.0,0.0,139.822861,ETH_GTrends,60,2019-02-24 23:59:59.999989,0.0,0.0,0.0,4.0,0.0,0.0,Sentiment,421,737115.9999999999,Broker,421,15357.296999999933,15357.296999999933,BuySell,421,,,BuySell,421,,,DataTrades,421,,
422,ETH-USD,422,2019-02-26 23:59:59.999989,139.65,139.98,136.58,138.09,3791292839.0,0.0,138.089676,ETH_GTrends,60,2019-02-24 23:59:59.999989,0.0,0.0,0.0,4.0,0.0,0.0,Sentiment,422,737116.9999999999,Broker,422,15357.296999999933,15357.296999999933,BuySell,422,,,BuySell,422,,,DataTrades,422,,
423,ETH-USD,423,2019-02-27 23:59:59.999989,138.03,141.34,131.6,136.13,4469776860.0,0.0,136.125961,ETH_GTrends,60,2019-02-24 23:59:59.999989,0.0,0.0,0.0,4.0,0.0,0.0,Sentiment,423,737117.9999999999,Broker,423,15357.296999999933,15357.296999999933,BuySell,423,,,BuySell,423,,,DataTrades,423,,
424,ETH-USD,424,2019-02-28 23:59:59.999989,136.28,138.85,135.66,136.75,4535438953.0,0.0,136.746246,ETH_GTrends,60,2019-02-24 23:59:59.999989,0.0,0.0,0.0,4.0,0.0,0.0,Sentiment,424,737118.9999999999,Broker,424,15357.296999999933,15357.296999999933,BuySell,424,,,BuySell,424,,,DataTrades,424,,
425,ETH-USD,425,2019-03-01 23:59:59.999989,136.84,139.0,136.43,136.44,3756124824.0,0.0,136.443619,ETH_GTrends,60,2019-02-24 23:59:59.999989,0.0,0.0,0.0,4.0,0.0,0.0,Sentiment,425,737119.9999999999,Broker,425,15357.296999999933,15357.296999999933,BuySell,425,,,BuySell,425,,,DataTrades,425,,
426,ETH-USD,426,2019-03-02 23:59:59.999989,136.35,137.18,132.44,134.21,3747176425.0,0.0,134.206955,ETH_GTrends,60,2019-02-24 23:59:59.999989,0.0,0.0,0.0,4.0,0.0,0.0,Sentiment,426,737120.9999999999,Broker,426,15357.296999999933,15357.296999999933,BuySell,426,,,BuySell,426,,,DataTrades,426,,
427,ETH-USD,427,2019-03-03 23:59:59.999989,134.79,135.85,131.33,132.25,3454374053.0,0.0,132.24942,ETH_GTrends,61,2019-03-03 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,427,737121.9999999999,Broker,427,15357.296999999933,15357.296999999933,BuySell,427,,,BuySell,427,,,DataTrades,427,,
428,ETH-USD,428,2019-03-04 23:59:59.999989,132.16,132.73,125.4,127.77,4008171341.0,0.0,127.774124,ETH_GTrends,61,2019-03-03 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,428,737122.9999999999,Broker,428,28560.080999999933,15783.080999999933,BuySell,428,,134.72095,BuySell,428,,,DataTrades,428,,
429,ETH-USD,429,2019-03-05 23:59:59.999989,127.79,138.23,126.74,137.82,4764849990.0,0.0,137.822388,ETH_GTrends,61,2019-03-03 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,429,737123.9999999999,Broker,429,15768.30199999993,15768.30199999993,BuySell,429,124.8389,,BuySell,429,,,DataTrades,429,436.99999999999903,
430,ETH-USD,430,2019-03-06 23:59:59.999989,137.96,139.97,136.15,138.79,4589054219.0,0.0,138.789352,ETH_GTrends,61,2019-03-03 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,430,737124.9999999999,Broker,430,29550.505999999932,15671.505999999932,BuySell,430,,142.06955,BuySell,430,,,DataTrades,430,,
431,ETH-USD,431,2019-03-07 23:59:59.999989,138.94,140.86,137.27,138.03,4339206292.0,0.0,138.0345,ETH_GTrends,61,2019-03-03 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,431,737125.9999999999,Broker,431,15642.611999999934,15642.611999999934,BuySell,431,135.21095,,BuySell,431,,,DataTrades,431,-97.99999999999898,
432,ETH-USD,432,2019-03-08 23:59:59.999989,138.31,139.5,133.56,135.13,4678816794.0,0.0,135.127075,ETH_GTrends,61,2019-03-03 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,432,737126.9999999999,Broker,432,29459.780999999937,15946.780999999937,BuySell,432,,141.59249999999997,BuySell,432,,,DataTrades,432,,
433,ETH-USD,433,2019-03-09 23:59:59.999989,134.89,139.12,134.68,137.97,5011918715.0,0.0,137.965332,ETH_GTrends,61,2019-03-03 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,433,737127.9999999999,Broker,433,15957.29199999994,15957.29199999994,BuySell,433,132.65980000000002,,BuySell,433,,,DataTrades,433,342.0000000000016,
434,ETH-USD,434,2019-03-10 23:59:59.999989,138.18,138.27,135.69,136.76,4578438499.0,0.0,136.758682,ETH_GTrends,62,2019-03-10 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,434,737128.9999999999,Broker,434,29761.47399999994,16085.47399999994,BuySell,434,,140.34405,BuySell,434,,,DataTrades,434,,
435,ETH-USD,435,2019-03-11 23:59:59.999989,136.85,137.35,133.1,133.83,4689807419.0,0.0,133.83403,ETH_GTrends,62,2019-03-10 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,435,737129.9999999999,Broker,435,16062.788999999942,16062.788999999942,BuySell,435,131.1035,,BuySell,435,,,DataTrades,435,133.00000000000125,
436,ETH-USD,436,2019-03-12 23:59:59.999989,134.01,135.27,130.94,134.44,4709988000.0,0.0,134.442886,ETH_GTrends,62,2019-03-10 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,436,737130.9999999999,Broker,436,29450.38799999994,16006.38799999994,BuySell,436,,137.29905,BuySell,436,,,DataTrades,436,,
437,ETH-USD,437,2019-03-13 23:59:59.999989,134.61,134.61,132.72,133.26,4265162099.0,0.0,133.263077,ETH_GTrends,62,2019-03-10 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,437,737131.9999999999,Broker,437,15975.92699999994,15975.92699999994,BuySell,437,130.7292,,BuySell,437,,,DataTrades,437,-60.000000000002274,
438,ETH-USD,438,2019-03-14 23:59:59.999989,133.2,135.18,132.75,133.71,4476532147.0,0.0,133.711594,ETH_GTrends,62,2019-03-10 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,438,737132.9999999999,Broker,438,29282.606999999938,15911.606999999938,BuySell,438,,137.2077,BuySell,438,,,DataTrades,438,,
439,ETH-USD,439,2019-03-15 23:59:59.999989,133.57,138.4,133.57,137.69,4506861856.0,0.0,137.691788,ETH_GTrends,62,2019-03-10 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,439,737133.9999999999,Broker,439,15912.24999999994,15912.24999999994,BuySell,439,131.56645,,BuySell,439,,,DataTrades,439,-37.000000000000455,
440,ETH-USD,440,2019-03-16 23:59:59.999989,137.91,144.56,137.91,142.4,4839003569.0,0.0,142.398178,ETH_GTrends,62,2019-03-10 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,440,737134.9999999999,Broker,440,29689.45899999994,15449.45899999994,BuySell,440,,146.7284,BuySell,440,,,DataTrades,440,,
441,ETH-USD,441,2019-03-17 23:59:59.999989,142.24,142.37,139.32,140.0,3827157729.0,0.0,140.000549,ETH_GTrends,63,2019-03-17 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,441,737135.9999999999,Broker,441,15451.234999999939,15451.234999999939,BuySell,441,137.2302,,BuySell,441,,,DataTrades,441,-433.00000000000125,
442,ETH-USD,442,2019-03-18 23:59:59.999989,140.1,142.27,138.84,139.37,4551739879.0,0.0,139.374603,ETH_GTrends,63,2019-03-17 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,442,737136.9999999999,Broker,442,15451.234999999939,15451.234999999939,BuySell,442,,,BuySell,442,,,DataTrades,442,,
443,ETH-USD,443,2019-03-19 23:59:59.999989,139.25,140.99,139.14,140.52,4251488129.0,0.0,140.519196,ETH_GTrends,63,2019-03-17 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,443,737137.9999999999,Broker,443,15451.234999999939,15451.234999999939,BuySell,443,,,BuySell,443,,,DataTrades,443,,
444,ETH-USD,444,2019-03-20 23:59:59.999989,140.48,140.95,138.31,140.69,4664134462.0,0.0,140.686356,ETH_GTrends,63,2019-03-17 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,444,737138.9999999999,Broker,444,15451.234999999939,15451.234999999939,BuySell,444,,,BuySell,444,,,DataTrades,444,,
445,ETH-USD,445,2019-03-21 23:59:59.999989,140.48,141.0,135.86,136.64,5087247796.0,0.0,136.636063,ETH_GTrends,63,2019-03-17 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,445,737139.9999999999,Broker,445,15451.234999999939,15451.234999999939,BuySell,445,,,BuySell,445,,,DataTrades,445,,
446,ETH-USD,446,2019-03-22 23:59:59.999989,136.56,138.79,136.23,137.18,4490899266.0,0.0,137.181442,ETH_GTrends,63,2019-03-17 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,446,737140.9999999999,Broker,446,15451.234999999939,15451.234999999939,BuySell,446,,,BuySell,446,,,DataTrades,446,,
447,ETH-USD,447,2019-03-23 23:59:59.999989,137.04,139.39,136.91,138.24,4436568613.0,0.0,138.239868,ETH_GTrends,63,2019-03-17 23:59:59.999989,0.0,0.0,0.0,3.0,0.0,0.0,Sentiment,447,737141.9999999999,Broker,447,15451.234999999939,15451.234999999939,BuySell,447,,,BuySell,447,,,DataTrades,447,,
448,ETH-USD,448,2019-03-24 23:59:59.999989,138.32,138.38,136.31,136.99,4266845458.0,0.0,136.986923,ETH_GTrends,64,2019-03-24 23:59:59.999989,0.0,0.0,0.0,2.0,0.0,0.0,Sentiment,448,737142.9999999999,Broker,448,15451.234999999939,15451.234999999939,BuySell,448,,,BuySell,448,,,DataTrades,448,,
449,ETH-USD,449,2019-03-25 23:59:59.999989,137.08,137.7,133.49,135.03,4480516753.0,0.0,135.031021,ETH_GTrends,64,2019-03-24 23:59:59.999989,0.0,0.0,0.0,2.0,0.0,0.0,Sentiment,449,737143.9999999999,Broker,449,29145.526999999944,15642.526999999944,BuySell,449,,139.76549999999997,BuySell,449,,,DataTrades,449,,
